Time,Open,High,Low,Last,Change,%Chg,Volume
"05/06/2022 20:10",0.999703,0.999805,0.999703,0.999801,9.8E-5,+0.01%,67
"05/06/2022 20:00",0.999801,0.999806,0.999703,0.999703,-9.8E-5,-0.01%,60
"05/06/2022 19:50",0.999801,0.999806,0.999709,0.999801,0,0.00%,45
"05/06/2022 19:40",0.999803,0.99981,0.999703,0.999801,-2.0E-6,0.00%,59
"05/06/2022 19:30",0.999806,0.999811,0.999703,0.999803,8.9E-5,+0.01%,66
"05/06/2022 19:20",0.999798,0.999812,0.999706,0.999714,-8.4E-5,-0.01%,65
"05/06/2022 19:10",0.999803,0.999808,0.999703,0.999798,-5.0E-6,0.00%,95
"05/06/2022 19:00",0.999801,0.999806,0.999698,0.999803,2.0E-6,0.00%,101
"05/06/2022 18:50",0.999803,0.999803,0.999706,0.999801,-2.0E-6,0.00%,94
"05/06/2022 18:40",0.999792,0.999896,0.999784,0.999803,1.1E-5,0.00%,122
"05/06/2022 18:30",0.999796,0.999902,0.999792,0.999792,-4.0E-6,0.00%,137
"05/06/2022 18:20",0.999804,0.999901,0.999708,0.999796,-8.0E-6,0.00%,121
"05/06/2022 18:10",0.999806,0.999901,0.9997,0.999804,9.0E-6,0.00%,106
"05/06/2022 18:00",0.999706,0.999902,0.999701,0.999795,8.9E-5,+0.01%,79
"05/06/2022 17:50",0.999715,0.999901,0.999702,0.999706,-9.0E-6,0.00%,94
"05/06/2022 17:40",0.999797,0.99981,0.999705,0.999715,-8.2E-5,-0.01%,111
"05/06/2022 17:30",0.9998,0.999892,0.999705,0.999797,-1.3E-5,0.00%,103
"05/06/2022 17:20",0.999714,0.99981,0.999705,0.99981,9.6E-5,+0.01%,105
"05/06/2022 17:10",0.999807,0.99981,0.999705,0.999714,-9.3E-5,-0.01%,104
"05/06/2022 17:00",0.9998,0.99981,0.9997,0.999807,7.0E-6,0.00%,90
"05/06/2022 16:50",0.999807,0.999902,0.999704,0.9998,-7.0E-6,0.00%,109
"05/06/2022 16:40",0.999798,0.999903,0.999798,0.999807,9.0E-6,0.00%,126
"05/06/2022 16:30",0.999705,0.999903,0.999705,0.999798,9.3E-5,+0.01%,139
"05/06/2022 16:20",0.999809,0.999902,0.999705,0.999705,-0.000104,-0.01%,118
"05/06/2022 16:10",0.999806,0.999899,0.999795,0.999809,3.0E-6,0.00%,119
"05/06/2022 16:00",0.999802,0.999902,0.999787,0.999806,4.0E-6,0.00%,114
"05/06/2022 15:50",0.9997,0.999883,0.999694,0.999802,0.000102,+0.01%,125
"05/06/2022 15:40",0.999698,0.999801,0.999693,0.9997,2.0E-6,0.00%,81
"05/06/2022 15:30",0.999693,0.999801,0.999693,0.999698,5.0E-6,0.00%,93
"05/06/2022 15:20",0.999792,0.999802,0.999693,0.999693,-9.9E-5,-0.01%,89
"05/06/2022 15:10",0.999696,0.999801,0.999696,0.999792,3.0E-6,0.00%,77
"05/06/2022 15:00",0.999703,0.999799,0.999695,0.999789,-7.0E-6,0.00%,62
"05/06/2022 14:50",0.999697,0.999801,0.999694,0.999796,9.9E-5,+0.01%,73
"05/06/2022 14:40",0.999701,0.999797,0.999691,0.999697,-4.0E-6,0.00%,65
"05/06/2022 14:30",0.999695,0.999796,0.99969,0.999701,6.0E-6,0.00%,75
"05/06/2022 14:20",0.999691,0.999703,0.999598,0.999695,9.6E-5,+0.01%,72
"05/06/2022 14:10",0.999704,0.999704,0.999599,0.999599,-0.000105,-0.01%,94
"05/06/2022 14:00",0.999701,0.999704,0.999601,0.999704,1.4E-5,0.00%,91
"05/06/2022 13:50",0.99969,0.999704,0.999609,0.99969,0,0.00%,116
"05/06/2022 13:40",0.999787,0.999797,0.99969,0.99969,-9.7E-5,-0.01%,94
"05/06/2022 13:30",0.99969,0.9998,0.99969,0.999787,9.7E-5,+0.01%,83
"05/06/2022 13:20",0.999794,0.999795,0.999689,0.99969,-0.000104,-0.01%,84
"05/06/2022 13:10",0.999782,0.999795,0.999597,0.999794,1.2E-5,0.00%,100
"05/06/2022 13:00",0.999692,0.999795,0.999597,0.999782,9.0E-5,+0.01%,101
"05/06/2022 12:50",0.999703,0.999795,0.999598,0.999692,-1.1E-5,0.00%,88
"05/06/2022 12:40",0.999691,0.999785,0.999592,0.999703,1.2E-5,0.00%,91
"05/06/2022 12:30",0.9997,0.999793,0.999685,0.999691,-9.0E-6,0.00%,83
"05/06/2022 12:20",0.999695,0.999796,0.999688,0.9997,5.0E-6,0.00%,72
"05/06/2022 12:10",0.999693,0.999796,0.999692,0.999695,2.0E-6,0.00%,71
"05/06/2022 12:00",0.999702,0.999805,0.999691,0.999693,2.0E-6,0.00%,74
"05/06/2022 11:50",0.999698,0.999795,0.999606,0.999691,-7.0E-6,0.00%,111
"05/06/2022 11:40",0.999684,0.999793,0.999605,0.999698,1.4E-5,0.00%,97
"05/06/2022 11:30",0.999783,0.999793,0.999684,0.999684,-9.9E-5,-0.01%,89
"05/06/2022 11:20",0.999612,0.999797,0.999612,0.999783,7.8E-5,+0.01%,100
"05/06/2022 11:10",0.999697,0.999802,0.999602,0.999705,0.0001,+0.01%,115
"05/06/2022 11:00",0.999712,0.999712,0.999602,0.999605,-0.000107,-0.01%,116
"05/06/2022 10:50",0.999808,0.999808,0.99959,0.999712,-9.6E-5,-0.01%,124
"05/06/2022 10:40",0.999808,0.999808,0.9997,0.999808,0,0.00%,96
"05/06/2022 10:30",0.999796,0.999808,0.999792,0.999808,1.2E-5,0.00%,106
"05/06/2022 10:20",0.999806,0.999808,0.999793,0.999796,-1.0E-5,0.00%,98
"05/06/2022 10:10",0.999797,0.999893,0.999705,0.999806,9.0E-6,0.00%,95
"05/06/2022 10:00",0.999792,0.999892,0.999783,0.999797,5.0E-6,0.00%,84
"05/06/2022 09:50",0.999788,0.999891,0.999695,0.999792,4.0E-6,0.00%,100
"05/06/2022 09:40",0.999796,0.999796,0.999692,0.999788,-7.0E-6,0.00%,70
"05/06/2022 09:30",0.99979,0.999795,0.999682,0.999795,6.0E-6,0.00%,69
"05/06/2022 09:20",0.999788,0.999798,0.999687,0.999789,1.0E-6,0.00%,79
"05/06/2022 09:10",0.999797,0.9998,0.999699,0.999788,-9.0E-6,0.00%,85
"05/06/2022 09:00",0.999706,0.999799,0.999696,0.999797,9.1E-5,+0.01%,73
"05/06/2022 08:50",0.999696,0.999717,0.999693,0.999706,1.0E-5,0.00%,67
"05/06/2022 08:40",0.999789,0.999807,0.999695,0.999696,-0.000103,-0.01%,77
"05/06/2022 08:30",0.999889,0.9999,0.999788,0.999799,-9.0E-5,-0.01%,83
"05/06/2022 08:20",0.999894,0.999898,0.999793,0.999889,8.7E-5,+0.01%,64
"05/06/2022 08:10",0.999898,0.999898,0.99979,0.999802,-9.6E-5,-0.01%,76
"05/06/2022 08:00",0.999894,0.999898,0.999701,0.999898,4.0E-6,0.00%,112
"05/06/2022 07:50",0.999885,0.999894,0.99979,0.999894,9.0E-6,0.00%,67
"05/06/2022 07:40",0.999886,0.999897,0.999793,0.999885,-1.0E-6,0.00%,107
"05/06/2022 07:30",0.999791,0.999902,0.999791,0.999886,9.5E-5,+0.01%,86
"05/06/2022 07:20",0.999793,0.999809,0.999699,0.999791,-2.0E-6,0.00%,78
"05/06/2022 07:10",0.999884,0.999896,0.999793,0.999793,-9.1E-5,-0.01%,91
"05/06/2022 07:00",0.999786,0.999889,0.999786,0.999884,9.8E-5,+0.01%,66
"05/06/2022 06:50",0.999891,0.999891,0.999686,0.999786,-9.4E-5,-0.01%,68
"05/06/2022 06:40",0.999794,0.999896,0.999794,0.99988,8.6E-5,+0.01%,79
"05/06/2022 06:30",0.999792,0.999893,0.999698,0.999794,-6.0E-6,0.00%,110
"05/06/2022 06:20",0.999797,0.999892,0.999707,0.9998,3.0E-6,0.00%,92
"05/06/2022 06:10",0.999783,0.999885,0.999704,0.999797,1.4E-5,0.00%,66
"05/06/2022 06:00",0.999792,0.999885,0.999783,0.999783,-9.0E-6,0.00%,74
"05/06/2022 05:50",0.999805,0.999898,0.999783,0.999792,-1.3E-5,0.00%,69
"05/06/2022 05:40",0.999794,0.999898,0.999794,0.999805,1.1E-5,0.00%,88
"05/06/2022 05:30",0.999802,0.999886,0.999698,0.999794,1.0E-6,0.00%,86
"05/06/2022 05:20",0.999886,0.999897,0.999703,0.999793,-9.3E-5,-0.01%,89
"05/06/2022 05:10",0.999792,0.999898,0.999785,0.999886,9.4E-5,+0.01%,101
"05/06/2022 05:00",0.999798,0.999901,0.9997,0.999792,-6.0E-6,0.00%,80
"05/06/2022 04:50",0.999807,0.999901,0.999657,0.999798,-9.0E-6,0.00%,53
"05/06/2022 04:40",0.999889,0.999902,0.999797,0.999807,-8.2E-5,-0.01%,77
"05/06/2022 04:30",0.999892,0.999902,0.999797,0.999889,-3.0E-6,0.00%,140
"05/06/2022 04:20",0.999893,0.999903,0.9998,0.999892,-2.0E-6,0.00%,111
"05/06/2022 04:10",0.999894,0.999903,0.999797,0.999894,0,0.00%,99
"05/06/2022 04:00",0.999792,0.999903,0.999792,0.999894,0.000102,+0.01%,104
"05/06/2022 03:50",0.9997,0.999887,0.999697,0.999792,9.2E-5,+0.01%,102
"05/06/2022 03:40",0.999792,0.999802,0.9997,0.9997,-9.2E-5,-0.01%,98
"05/06/2022 03:30",0.999802,0.999802,0.9997,0.999792,-1.0E-5,0.00%,149
"05/06/2022 03:20",0.999803,0.999803,0.999697,0.999802,-1.0E-6,0.00%,149
"05/06/2022 03:10",0.999792,0.999803,0.9997,0.999803,1.1E-5,0.00%,87
"05/06/2022 03:00",0.999711,0.999803,0.999697,0.999792,8.1E-5,+0.01%,62
"05/06/2022 02:50",0.999789,0.999803,0.999696,0.999711,-7.8E-5,-0.01%,78
"05/06/2022 02:40",0.999884,0.999894,0.999697,0.999789,-9.5E-5,-0.01%,122
"05/06/2022 02:30",0.999803,0.99989,0.9997,0.999884,8.1E-5,+0.01%,114
"05/06/2022 02:20",0.999797,0.999808,0.999696,0.999803,6.0E-6,0.00%,94
"05/06/2022 02:10",0.999787,0.999801,0.999705,0.999797,1.0E-5,0.00%,139
"05/06/2022 02:00",0.999797,0.999797,0.999695,0.999787,-1.0E-5,0.00%,81
"05/06/2022 01:50",0.99979,0.9998,0.999698,0.999797,7.0E-6,0.00%,90
"05/06/2022 01:40",0.9998,0.9998,0.999695,0.99979,-1.0E-5,0.00%,123
"05/06/2022 01:30",0.9998,0.9998,0.999698,0.9998,0,0.00%,211
"05/06/2022 01:20",0.9998,0.9998,0.999689,0.9998,0,0.00%,187
"05/06/2022 01:10",0.999789,0.999801,0.999706,0.9998,1.1E-5,0.00%,111
"05/06/2022 01:00",0.999801,0.999801,0.999698,0.999789,-1.2E-5,0.00%,119
"05/06/2022 00:50",0.999799,0.999801,0.999694,0.999801,2.0E-6,0.00%,93
"05/06/2022 00:40",0.999798,0.999799,0.999692,0.999799,1.0E-6,0.00%,97
"05/06/2022 00:30",0.999803,0.999803,0.9997,0.999798,-5.0E-6,0.00%,137
"05/06/2022 00:20",0.999799,0.999806,0.999792,0.999803,4.0E-6,0.00%,88
"05/06/2022 00:10",0.999797,0.999811,0.999705,0.999799,2.0E-6,0.00%,78
"05/06/2022 00:00",0.999799,0.999806,0.999703,0.999797,-2.0E-6,0.00%,90
"05/05/2022 23:50",0.999707,0.999811,0.999704,0.999799,9.2E-5,+0.01%,125
"05/05/2022 23:40",0.999787,0.9998,0.999698,0.999707,-8.0E-5,-0.01%,85
"05/05/2022 23:30",0.999704,0.999801,0.999693,0.999787,8.3E-5,+0.01%,68
"05/05/2022 23:20",0.999704,0.999799,0.999694,0.999704,0,0.00%,94
"05/05/2022 23:10",0.9998,0.9998,0.999695,0.999704,-9.6E-5,-0.01%,114
"05/05/2022 23:00",0.999789,0.999811,0.999698,0.9998,1.0E-6,0.00%,103
"05/05/2022 22:50",0.999799,0.999799,0.999694,0.999799,0,0.00%,84
"05/05/2022 22:40",0.999788,0.999799,0.999693,0.999799,1.1E-5,0.00%,91
"05/05/2022 22:30",0.999799,0.999799,0.999694,0.999788,-1.1E-5,0.00%,84
"05/05/2022 22:20",0.999694,0.999799,0.999694,0.999799,0.000105,+0.01%,78
"05/05/2022 22:10",0.999795,0.999799,0.999694,0.999694,-0.000101,-0.01%,115
"05/05/2022 22:00",0.999809,0.999809,0.999687,0.999795,-1.4E-5,0.00%,144
"05/05/2022 21:50",0.999796,0.999809,0.999694,0.999809,1.3E-5,0.00%,197
"05/05/2022 21:40",0.999795,0.999796,0.999701,0.999796,1.0E-6,0.00%,163
"05/05/2022 21:30",0.999792,0.9998,0.999701,0.999795,3.0E-6,0.00%,107
"05/05/2022 21:20",0.999797,0.999798,0.999707,0.999792,-5.0E-6,0.00%,193
"05/05/2022 21:10",0.999795,0.999798,0.999692,0.999797,2.0E-6,0.00%,138
"05/05/2022 21:00",0.999784,0.999799,0.999693,0.999795,1.1E-5,0.00%,79
"05/05/2022 20:50",0.999784,0.999799,0.999692,0.999784,0,0.00%,107
"05/05/2022 20:40",0.999693,0.999797,0.999682,0.999784,9.1E-5,+0.01%,127
"05/05/2022 20:30",0.999798,0.999798,0.999692,0.999693,-0.000105,-0.01%,110
"05/05/2022 20:20",0.999795,0.999798,0.999698,0.999798,3.0E-6,0.00%,135
"05/05/2022 20:10",0.999796,0.999799,0.999698,0.999795,-1.0E-6,0.00%,92
"05/05/2022 20:00",0.999801,0.999801,0.999693,0.999796,-5.0E-6,0.00%,107
"05/05/2022 19:50",0.999795,0.999806,0.999713,0.999801,6.0E-6,0.00%,143
"05/05/2022 19:40",0.999806,0.999806,0.999702,0.999795,8.0E-5,+0.01%,149
"05/05/2022 19:30",0.999795,0.999812,0.999703,0.999715,-8.0E-5,-0.01%,155
"05/05/2022 19:20",0.999805,0.999821,0.999704,0.999795,-1.0E-5,0.00%,144
"05/05/2022 19:10",0.999804,0.999805,0.999701,0.999805,1.0E-6,0.00%,105
"05/05/2022 19:00",0.999793,0.999804,0.999791,0.999804,1.1E-5,0.00%,64
"05/05/2022 18:50",0.999791,0.999887,0.99969,0.999793,2.0E-6,0.00%,112
"05/05/2022 18:40",0.999801,0.999804,0.999701,0.999791,-1.0E-5,0.00%,79
"05/05/2022 18:30",0.999806,0.999806,0.999703,0.999801,-5.0E-6,0.00%,95
"05/05/2022 18:20",0.999715,0.999806,0.999713,0.999806,9.1E-5,+0.01%,125
"05/05/2022 18:10",0.999707,0.999808,0.999697,0.999715,8.0E-6,0.00%,79
"05/05/2022 18:00",0.999717,0.999808,0.999704,0.999707,-0.000101,-0.01%,81
"05/05/2022 17:50",0.999808,0.999808,0.999717,0.999808,0,0.00%,117
"05/05/2022 17:40",0.999808,0.999809,0.999704,0.999808,9.0E-5,+0.01%,99
"05/05/2022 17:30",0.999808,0.999809,0.999705,0.999718,-9.0E-5,-0.01%,98
"05/05/2022 17:20",0.999891,0.999891,0.999708,0.999808,-8.2E-5,-0.01%,94
"05/05/2022 17:10",0.999805,0.99989,0.999707,0.99989,8.5E-5,+0.01%,128
"05/05/2022 17:00",0.99981,0.999821,0.999716,0.999805,-5.0E-6,0.00%,96
"05/05/2022 16:50",0.999897,0.999897,0.999792,0.99981,-8.7E-5,-0.01%,67
"05/05/2022 16:40",0.999794,0.999898,0.999793,0.999897,9.2E-5,+0.01%,82
"05/05/2022 16:30",0.999883,0.999896,0.999792,0.999805,-7.8E-5,-0.01%,60
"05/05/2022 16:20",0.999795,0.999896,0.999792,0.999883,8.8E-5,+0.01%,68
"05/05/2022 16:10",0.999896,0.999896,0.999793,0.999795,-0.000101,-0.01%,67
"05/05/2022 16:00",0.999803,0.999896,0.999802,0.999896,9.3E-5,+0.01%,82
"05/05/2022 15:50",0.999792,0.999896,0.999704,0.999803,1.1E-5,0.00%,104
"05/05/2022 15:40",0.999807,0.999896,0.999704,0.999792,-1.5E-5,0.00%,95
"05/05/2022 15:30",0.999796,0.999808,0.999704,0.999807,1.1E-5,0.00%,82
"05/05/2022 15:20",0.999799,0.999818,0.999708,0.999796,-3.0E-6,0.00%,86
"05/05/2022 15:10",0.999892,0.999892,0.999722,0.999799,-9.3E-5,-0.01%,95
"05/05/2022 15:00",0.9998,0.999904,0.999709,0.999892,9.2E-5,+0.01%,87
"05/05/2022 14:50",0.999804,0.999804,0.9997,0.9998,-4.0E-6,0.00%,79
"05/05/2022 14:40",0.999804,0.999804,0.999702,0.999804,0,0.00%,98
"05/05/2022 14:30",0.999892,0.999896,0.999714,0.999804,-8.8E-5,-0.01%,77
"05/05/2022 14:20",0.99981,0.999898,0.999794,0.999892,9.8E-5,+0.01%,74
"05/05/2022 14:10",0.999798,0.999901,0.999794,0.999794,-4.0E-6,0.00%,77
"05/05/2022 14:00",0.999807,0.999891,0.999796,0.999798,-9.0E-6,0.00%,86
"05/05/2022 13:50",0.999901,0.999901,0.999716,0.999807,-9.4E-5,-0.01%,78
"05/05/2022 13:40",0.9999,0.999901,0.999792,0.999901,1.0E-6,0.00%,82
